id,year,month,day,prcp,snow,snwd,tmax,tmin
US1NYAB0001,2010,1,27,0,0,NA,NA,NA
US1NYAB0001,2010,1,28,0,0,NA,NA,NA
US1NYAB0001,2010,1,29,18,23,NA,NA,NA
US1NYAB0001,2010,1,30,0,0,NA,NA,NA
US1NYAB0001,2010,1,31,0,0,NA,NA,NA
US1NYAB0001,2010,2,1,0,0,NA,NA,NA
US1NYAB0001,2010,2,2,0,0,NA,NA,NA
US1NYAB0001,2010,2,3,13,13,NA,NA,NA
US1NYAB0001,2010,2,4,18,28,NA,NA,NA
US1NYAB0001,2010,2,5,0,0,NA,NA,NA
US1NYAB0001,2010,2,6,0,0,NA,NA,NA
US1NYAB0001,2010,2,7,0,0,NA,NA,NA
US1NYAB0001,2010,2,8,0,0,NA,NA,NA
US1NYAB0001,2010,2,9,0,0,NA,NA,NA
US1NYAB0001,2010,2,10,0,0,NA,NA,NA
US1NYAB0001,2010,2,11,46,58,NA,NA,NA
US1NYAB0001,2010,2,12,0,0,NA,NA,NA
US1NYAB0001,2010,2,13,0,0,NA,NA,NA
US1NYAB0001,2010,2,14,13,13,NA,NA,NA
US1NYAB0001,2010,2,15,5,15,NA,NA,NA
US1NYAB0001,2010,2,16,0,0,NA,NA,NA
US1NYAB0001,2010,2,17,107,137,NA,NA,NA
US1NYAB0001,2010,2,18,13,36,NA,NA,NA
US1NYAB0001,2010,2,19,0,0,NA,NA,NA
US1NYAB0001,2010,2,20,0,0,NA,NA,NA
US1NYAB0001,2010,2,21,0,0,NA,NA,NA
US1NYAB0001,2010,2,22,0,0,NA,NA,NA
US1NYAB0001,2010,2,23,13,20,NA,NA,NA
US1NYAB0001,2010,2,24,622,625,737,NA,NA
US1NYAB0001,2010,2,25,145,41,NA,NA,NA
US1NYAB0001,2010,2,26,785,419,889,NA,NA
US1NYAB0001,2010,2,27,160,203,1041,NA,NA
US1NYAB0001,2010,2,28,89,127,NA,NA,NA
US1NYAB0001,2010,3,1,25,30,NA,NA,NA
US1NYAB0001,2010,3,2,0,0,NA,NA,NA
US1NYAB0001,2010,3,3,5,10,NA,NA,NA
US1NYAB0001,2010,3,4,0,0,NA,NA,NA
US1NYAB0001,2010,3,5,0,0,NA,NA,NA
US1NYAB0001,2010,3,6,0,0,NA,NA,NA
US1NYAB0001,2010,3,7,0,0,NA,NA,NA
US1NYAB0001,2010,3,8,0,0,NA,NA,NA
US1NYAB0001,2010,3,9,0,0,NA,NA,NA
US1NYAB0001,2010,3,10,0,0,NA,NA,NA
US1NYAB0001,2010,3,11,0,0,NA,NA,NA
US1NYAB0001,2010,3,12,0,0,NA,NA,NA
US1NYAB0001,2010,3,13,56,0,NA,NA,NA
US1NYAB0001,2010,3,14,269,30,NA,NA,NA
US1NYAB0001,2010,3,15,66,0,NA,NA,NA
US1NYAB0001,2010,3,16,0,0,NA,NA,NA
US1NYAB0001,2010,3,17,0,0,NA,NA,NA
US1NYAB0001,2010,3,18,0,0,NA,NA,NA
US1NYAB0001,2010,3,19,0,0,NA,NA,NA
US1NYAB0001,2010,3,20,0,0,NA,NA,NA
US1NYAB0001,2010,3,21,0,0,NA,NA,NA
US1NYAB0001,2010,3,22,0,0,NA,NA,NA
US1NYAB0001,2010,3,23,371,0,NA,NA,NA
US1NYAB0001,2010,3,24,10,0,NA,NA,NA
US1NYAB0001,2010,3,25,0,0,NA,NA,NA
US1NYAB0001,2010,3,26,76,18,NA,NA,NA
US1NYAB0001,2010,3,27,0,0,NA,NA,NA
US1NYAB0001,2010,3,28,0,0,0,NA,NA
US1NYAB0001,2010,3,29,28,0,NA,NA,NA
US1NYAB0001,2010,3,30,10,0,NA,NA,NA
US1NYAB0001,2010,3,31,617,0,NA,NA,NA
US1NYAB0001,2010,4,1,13,0,NA,NA,NA
US1NYAB0001,2010,4,2,0,0,NA,NA,NA
US1NYAB0001,2010,4,3,0,0,NA,NA,NA
US1NYAB0001,2010,4,4,0,0,NA,NA,NA
US1NYAB0001,2010,4,5,0,0,NA,NA,NA
US1NYAB0001,2010,4,6,0,0,NA,NA,NA
US1NYAB0001,2010,4,7,46,NA,NA,NA,NA
US1NYAB0001,2010,4,8,0,0,NA,NA,NA
US1NYAB0001,2010,4,9,124,NA,NA,NA,NA
US1NYAB0001,2010,4,10,0,0,NA,NA,NA
US1NYAB0001,2010,4,11,0,0,NA,NA,NA
US1NYAB0001,2010,4,12,0,0,NA,NA,NA
US1NYAB0001,2010,4,13,0,0,NA,NA,NA
US1NYAB0001,2010,4,14,0,0,NA,NA,NA
US1NYAB0001,2010,4,15,0,0,NA,NA,NA
US1NYAB0001,2010,4,16,20,0,NA,NA,NA
US1NYAB0001,2010,4,17,56,0,NA,NA,NA
US1NYAB0001,2010,4,18,13,NA,NA,NA,NA
US1NYAB0001,2010,4,19,0,0,NA,NA,NA
US1NYAB0001,2010,4,20,0,0,NA,NA,NA
US1NYAB0001,2010,4,21,0,0,NA,NA,NA
US1NYAB0001,2010,4,22,0,NA,NA,NA,NA
US1NYAB0001,2010,4,23,0,0,NA,NA,NA
US1NYAB0001,2010,4,24,0,0,NA,NA,NA
